timestamp	commit	score	baseline	accuracy	heuristic	f1	status	description
2026-04-04T18:42:06	init	0.2100	0.0000	0.0000	0.7000	0.0000	BASELINE	Auto-generated baseline sweep
2026-04-04T19:16:17	init	0.7933	0.0000	0.8333	0.7000	0.8571	BASELINE	Schema migration: upgraded to should_trigger boolean schema
